"team";"week";"name";"pass";"x";"y";"season";"away_team";"away_score";"home_team";"home_score";"color";"size"
"TB";4;"Tom Brady";"INCOMPLETE";-3.656404682;3.410302198;2020;"LAC";31;"TB";38;2;2
"TB";4;"Tom Brady";"INCOMPLETE";25.11520515;31.54202586;2020;"LAC";31;"TB";38;2;2
"TB";4;"Tom Brady";"INCOMPLETE";-18.33057729;2.221153846;2020;"LAC";31;"TB";38;2;2
"TB";4;"Tom Brady";"INCOMPLETE";2.798536836;16.12760417;2020;"LAC";31;"TB";38;2;2
"TB";4;"Tom Brady";"INCOMPLETE";20.54341103;0.592239527;2020;"LAC";31;"TB";38;2;2
"TB";4;"Tom Brady";"INCOMPLETE";9.955732884;32.71721059;2020;"LAC";31;"TB";38;2;2
"TB";4;"Tom Brady";"INCOMPLETE";19.59966681;10.2057864;2020;"LAC";31;"TB";38;2;2
"TB";4;"Tom Brady";"INCOMPLETE";9.200253106;18.55782313;2020;"LAC";31;"TB";38;2;2
"TB";4;"Tom Brady";"INCOMPLETE";3.183747492;5.138873626;2020;"LAC";31;"TB";38;2;2
"TB";4;"Tom Brady";"INCOMPLETE";-3.668571958;12.94258721;2020;"LAC";31;"TB";38;2;2
"TB";4;"Tom Brady";"INCOMPLETE";1.580463875;12.41110819;2020;"LAC";31;"TB";38;2;2
"TB";4;"Tom Brady";"INCOMPLETE";25.84512134;35.3282563;2020;"LAC";31;"TB";38;2;2
"TB";4;"Tom Brady";"INCOMPLETE";-18.91597638;2.120701058;2020;"LAC";31;"TB";38;2;2
"TB";4;"Tom Brady";"INCOMPLETE";-3.081364663;3.415835084;2020;"LAC";31;"TB";38;2;2
"TB";6;"Tom Brady";"COMPLETE";-18.26479415;0.693810141;2020;"GB";10;"TB";38;3;3
"TB";6;"Tom Brady";"COMPLETE";14.47463753;-1.812391556;2020;"GB";10;"TB";38;3;3
"TB";6;"Tom Brady";"COMPLETE";-7.037950176;5.133972598;2020;"GB";10;"TB";38;3;3
"TB";6;"Tom Brady";"COMPLETE";21.26521556;16.66347858;2020;"GB";10;"TB";38;3;3
"TB";6;"Tom Brady";"COMPLETE";11.68848037;20.86893873;2020;"GB";10;"TB";38;3;3
"TB";6;"Tom Brady";"COMPLETE";3.185479096;7.161734947;2020;"GB";10;"TB";38;3;3
"TB";6;"Tom Brady";"COMPLETE";-12.29524535;0.055462185;2020;"GB";10;"TB";38;3;3
"TB";6;"Tom Brady";"COMPLETE";10.8210006;-1.359052334;2020;"GB";10;"TB";38;3;3
"TB";6;"Tom Brady";"COMPLETE";-10.22283901;-4.953010254;2020;"GB";10;"TB";38;3;3
"TB";6;"Tom Brady";"COMPLETE";-18.7580558;6.375388199;2020;"GB";10;"TB";38;3;3
"TB";6;"Tom Brady";"COMPLETE";-10.79376486;5.268194242;2020;"GB";10;"TB";38;3;3
"TB";6;"Tom Brady";"COMPLETE";-16.48957921;2.735303332;2020;"GB";10;"TB";38;3;3
